Fold,Epoch,Loss,MSE,MAE,NMAE,ACC,MMRE,PRED30,NonZeroPerc
1,1,0.20154248542255826,0.1906312766078531,0.3886880537900845,1.5812536733732983,0.7597765363128491,0.6929284462402033,0.0,24.022346368715084
1,2,0.15887454135550394,0.1038338027686782,0.210683095954715,0.857097140361227,0.8575418994413407,0.4442115262324034,0.3372093023255814,24.022346368715084
1,3,0.10608864261044396,0.11184608548362007,0.1994452999379826,0.8113797429295202,0.8491620111731844,0.3261012868775694,0.5813953488372093,24.022346368715084
1,4,0.08050767771071858,0.10027159653411102,0.19655357295772133,0.7996156718052755,0.8659217877094972,0.40242906239663445,0.4418604651162791,24.022346368715084
1,5,0.06148263942450285,0.11527856203986091,0.19033752085751426,0.7743276416703422,0.8631284916201117,0.3778436650348784,0.5813953488372093,24.022346368715084
2,1,0.2007547949751218,0.22603313149358029,0.3427505741447377,1.3484033576243528,0.7569832402234636,0.8010989054609304,0.0,24.30167597765363
2,2,0.16245547235012053,0.17063703026819987,0.22585664288916069,0.8885349247727421,0.840782122905028,0.5363009757972483,0.3218390804597701,24.30167597765363
2,3,0.10395182404253218,0.15336157232186878,0.20602106800229372,0.810500465327705,0.8519553072625698,0.52279095109231,0.3103448275862069,24.30167597765363
2,4,0.0837096619937155,0.16103707483301125,0.18896617165592033,0.743405378602412,0.8435754189944135,0.5791037876303469,0.25287356321839083,24.30167597765363
2,5,0.0657359932238857,0.14941318263384615,0.19324411111415557,0.7602350744930516,0.8603351955307262,0.4190511502239896,0.5402298850574713,24.30167597765363
3,1,0.21647756894429523,0.1723864224017922,0.3608789226087202,1.6517150688629885,0.7843137254901961,0.7262228713794188,0.0,21.568627450980394
3,2,0.18135863310760922,0.09895876631594322,0.2074257931223047,0.9493718992905484,0.876750700280112,0.40238278696023216,0.44155844155844154,21.568627450980394
3,3,0.11947100940677854,0.0876819870394731,0.2031814490943229,0.9299458631624778,0.907563025210084,0.3389418257231062,0.6103896103896104,21.568627450980394
3,4,0.08482850024269686,0.08491922688638691,0.15279424576375258,0.6993275094571753,0.8935574229691877,0.41351019375800313,0.4935064935064935,21.568627450980394
3,5,0.0661637002395259,0.0912644334172546,0.16417973601071462,0.7514380225105785,0.8851540616246498,0.32845371743881857,0.6103896103896104,21.568627450980394
4,1,0.22461310012473001,0.18828707665553848,0.32302434909410505,1.3255137083516724,0.7563025210084033,0.8332631343055046,0.0,24.369747899159663
4,2,0.19747823278109233,0.16364894676633618,0.3171859032132712,1.301555947668251,0.7563025210084033,0.7537689683423645,0.0,24.369747899159663
4,3,0.13606649475793045,0.10318949754678094,0.1773987162649711,0.7279464563976401,0.865546218487395,0.4337020651049291,0.45977011494252873,24.369747899159663
4,4,0.09407651722431183,0.10691264124495885,0.1796713217101024,0.7372719752931788,0.8543417366946778,0.4531811447278864,0.42528735632183906,24.369747899159663
4,5,0.0849348057475355,0.141877874063257,0.23868767552975179,0.979442530622085,0.834733893557423,0.23949429482735438,0.7241379310344828,24.369747899159663
5,1,0.20785439875390793,0.17865044138881297,0.3024964919965975,1.3669778182631052,0.7815126050420168,0.8393356730349553,0.0,21.84873949579832
5,2,0.20327903479337692,0.14457101723456778,0.3289012814042385,1.4863007273583944,0.8095238095238095,0.6028309495021136,0.0,21.84873949579832
5,3,0.12118163853883743,0.09406047419286831,0.17127260812594103,0.7739787481134297,0.8935574229691877,0.4882731779794901,0.3717948717948718,21.84873949579832
5,4,0.09667074605822563,0.10203968280879842,0.19258393956403655,0.8702843851184943,0.8711484593837535,0.3054035789070603,0.6538461538461539,21.84873949579832
5,5,0.07169649443692631,0.08857658762917524,0.15445775442823725,0.6979926370997557,0.896358543417367,0.29074255351980144,0.6923076923076923,21.84873949579832
