Fold,Epoch,Loss,MSE,MAE,NMAE,ACC,MMRE,PRED30,NonZeroPerc
1,1,0.5117761684512651,0.4654372968811291,0.46290810257546217,0.7643366344850655,0.6549295774647887,0.3892978267951144,0.4583333333333333,39.436619718309856
1,2,0.2733126689714414,0.2649948764925506,0.3183137450384702,0.5255878115751486,0.7863849765258216,0.3541793041847765,0.5178571428571429,39.436619718309856
1,3,0.19306753355043907,0.24987316130734405,0.29776635482096214,0.4916607254020538,0.7793427230046949,0.37256558195633316,0.47619047619047616,39.436619718309856
1,4,0.14605618682172564,0.25902694020113864,0.2829388498050978,0.4671781008409755,0.8051643192488263,0.3850795329844076,0.5119047619047619,39.436619718309856
1,5,0.11500096973031759,0.2665956160246899,0.3560188257008651,0.5878450377851494,0.7582159624413145,0.3776838456768365,0.4523809523809524,39.436619718309856
2,1,0.5747917468349139,0.3426937568483265,0.3924473887506653,0.7980389484164246,0.7411764705882353,0.42010320532269296,0.47019867549668876,35.529411764705884
2,2,0.289493536921563,0.38021814177974356,0.4322071735648548,0.8788901854787716,0.7082352941176471,0.5080698814744717,0.33774834437086093,35.529411764705884
2,3,0.22714177222439536,0.2537485525682283,0.338133357596748,0.6875917558785546,0.8,0.3865727937346526,0.4966887417218543,35.529411764705884
2,4,0.16553658136615046,0.22111834879783235,0.255015048051205,0.5185712699605843,0.8470588235294118,0.36049935673969996,0.5364238410596026,35.529411764705884
2,5,0.12400965123540825,0.21676897242679918,0.2584408310472089,0.525537575095999,0.8423529411764706,0.3414505611422572,0.5894039735099338,35.529411764705884
3,1,0.5601185213912416,0.4116392186393055,0.4049322910376427,0.778715944303159,0.7129411764705882,0.5136502126756535,0.27741935483870966,36.470588235294116
3,2,0.3209026792535075,0.28892426215327444,0.3202119112036684,0.6157921369301315,0.7694117647058824,0.48423921105842427,0.2645161290322581,36.470588235294116
3,3,0.21907983665113095,0.22477327159387542,0.2815373603528475,0.5414180006785528,0.8258823529411765,0.3310610960343832,0.5935483870967742,36.470588235294116
3,4,0.15108738060074825,0.22843660481880806,0.24737402847909834,0.47571928553672754,0.8470588235294118,0.3623972860985168,0.5032258064516129,36.470588235294116
3,5,0.12528850330488273,0.29354606844410247,0.2966805997479926,0.5705396148999857,0.7764705882352941,0.42931758593847996,0.45806451612903226,36.470588235294116
4,1,0.5637347518845841,0.3971368405119784,0.41685829095528737,0.7839149276814033,0.6870588235294117,0.33395609067005366,0.4965986394557823,34.588235294117645
4,2,0.2902885389824708,0.35313838330150027,0.39611114748479687,0.7448992817745074,0.7364705882352941,0.3890598758446927,0.5238095238095238,34.588235294117645
4,3,0.21230406396918827,0.23884502818315026,0.2660150092842934,0.5002494643620562,0.8329411764705882,0.3493684076845578,0.5578231292517006,34.588235294117645
4,4,0.16498760658281822,0.23084899434026013,0.29088081555084927,0.5470103832261546,0.8188235294117647,0.2862643018837959,0.6054421768707483,34.588235294117645
4,5,0.14588529161281055,0.3014789972668235,0.3334428239793188,0.627049558368188,0.7811764705882352,0.3984010943640319,0.46258503401360546,34.588235294117645
5,1,0.6441385610787956,0.3023043647826216,0.4052109211069696,0.8400714218071321,0.6941176470588235,0.2962281288999455,0.5341614906832298,37.88235294117647
5,2,0.31880084742550496,0.26161184633168055,0.32566008353708586,0.6751489536744463,0.7741176470588236,0.35493180683310727,0.5962732919254659,37.88235294117647
5,3,0.2028160463604662,0.1913450957754301,0.2819767272498404,0.5845858979569862,0.8094117647058824,0.3172649486032826,0.5714285714285714,37.88235294117647
5,4,0.14925609066806458,0.24652031244947156,0.30250722892691984,0.6271491331411753,0.8023529411764706,0.3575246750490883,0.5590062111801242,37.88235294117647
5,5,0.13955225333295487,0.2488914154942995,0.301883411147077,0.6258558523780865,0.7905882352941176,0.40399127214468294,0.515527950310559,37.88235294117647
