Fold,Epoch,Loss,MSE,MAE,NMAE,ACC,MMRE,PRED30,NonZeroPerc
1,1,0.7880251816025486,0.560041518317306,0.5934917107924049,1.0944912069158634,0.596244131455399,0.5067876737054383,0.10429447852760736,38.26291079812207
1,2,0.48665344880686867,0.2721372923265598,0.376716332287121,0.694723625776249,0.7699530516431925,0.35899603836131727,0.49079754601226994,38.26291079812207
1,3,0.32371992700629765,0.26977545862661045,0.3268410326110116,0.6027458003995279,0.784037558685446,0.4029943879411874,0.43558282208588955,38.26291079812207
1,4,0.27544181766333403,0.5199503412148349,0.5663832455453738,1.0444989723044555,0.5774647887323944,0.6509744554819018,0.26993865030674846,38.26291079812207
1,5,0.2515239269231205,0.21864152021421798,0.28777819512627295,0.5307078403627371,0.7934272300469484,0.3496958962917815,0.5766871165644172,38.26291079812207
2,1,0.7559836098441371,0.6797913532546906,0.6279948576232967,1.0983449155963008,0.548235294117647,0.4845755135420687,0.14285714285714285,37.88235294117647
2,2,0.49223250302451627,0.34116034012396995,0.38236161546836445,0.6687394509220366,0.7741176470588236,0.39510296376626436,0.45962732919254656,37.88235294117647
2,3,0.3587171151130288,0.37157729496082204,0.4478918781504035,0.7833499926498826,0.6423529411764706,0.4453219482370539,0.2732919254658385,37.88235294117647
2,4,0.2472715423338943,0.29228384552021425,0.3295864724367857,0.5764372460314153,0.7905882352941176,0.3088048668720954,0.6335403726708074,37.88235294117647
2,5,0.20693478733301163,0.3084321485747937,0.29844673230477115,0.521974737570073,0.7929411764705883,0.3656252429127408,0.5652173913043478,37.88235294117647
3,1,0.7380036021824237,0.47685774428050637,0.4716581618084627,0.8458005011333193,0.6964705882352941,0.46180278006259623,0.35365853658536583,38.588235294117645
3,2,0.3829188037111803,0.3696028432536927,0.355357623683727,0.6372446838210294,0.76,0.47149851688797156,0.38414634146341464,38.588235294117645
3,3,0.3228971952641452,0.3377092376655194,0.3990765192228205,0.7156435471295305,0.7435294117647059,0.35558678227953794,0.5060975609756098,38.588235294117645
3,4,0.24628797980646291,0.34147786226810173,0.3966568485520068,0.711304475251489,0.7105882352941176,0.49671689583276346,0.32926829268292684,38.588235294117645
3,5,0.15814062118254327,0.2804170495106642,0.3174962674431941,0.5693498466808333,0.788235294117647,0.3843871141185726,0.5060975609756098,38.588235294117645
4,1,0.6992987293612074,0.5060972968508463,0.4572987249701777,0.8956311433747719,0.7058823529411765,0.43157240239890304,0.34265734265734266,33.64705882352941
4,2,0.3632084720388607,0.3903666073263412,0.4057367879259126,0.7946457828042067,0.7341176470588235,0.4854516898733965,0.36363636363636365,33.64705882352941
4,3,0.2736921205564781,0.32383410668969065,0.32828578857619395,0.6429560375340204,0.7764705882352941,0.4372015415175247,0.38461538461538464,33.64705882352941
4,4,0.1891742249329885,0.35462290694756216,0.39118581839871375,0.7661473401818126,0.7176470588235294,0.45984410773550266,0.4195804195804196,33.64705882352941
4,5,0.1551048814845099,0.29659129085332403,0.29374852434458104,0.5753139301679582,0.8188235294117647,0.40602188072984685,0.46153846153846156,33.64705882352941
5,1,0.7596257654605089,0.5719237282475196,0.5575271770358086,1.0126027788043532,0.5882352941176471,0.39130151879647346,0.41025641025641024,36.705882352941174
5,2,0.47851161286234856,0.4618778782820063,0.4383426414734191,0.7961351394282186,0.7011764705882353,0.6137673227134376,0.25,36.705882352941174
5,3,0.3633863841769872,0.39478267737849054,0.3874326807879569,0.7036704672430841,0.7505882352941177,0.49470751455260653,0.3333333333333333,36.705882352941174
5,4,0.28513804395441655,0.6464183383106039,0.580514454710133,1.0543531762897715,0.6047058823529412,0.7248481118303334,0.20512820512820512,36.705882352941174
5,5,0.2289937106133611,0.3434196197800792,0.2918759799456936,0.530116630243247,0.8211764705882353,0.4230684550112396,0.47435897435897434,36.705882352941174
