Fold,Epoch,Loss,MSE,MAE,NMAE,ACC,MMRE,PRED30,NonZeroPerc
1,1,1.4022435369314972,1.1372644523879083,0.8336380261210768,0.5988698130313301,0.4014084507042254,0.38881326351481804,0.3333333333333333,80.28169014084507
1,2,1.0862357859258298,1.0452055937779778,0.7654351419965986,0.5498741492252125,0.44835680751173707,0.40889284979065493,0.49122807017543857,80.28169014084507
1,3,0.8583904159841714,0.8759115332242908,0.708794976064297,0.5091849237831206,0.45539906103286387,0.38167436661427484,0.5,80.28169014084507
1,4,0.7380388621930722,0.9436037900958214,0.7626238838187965,0.5478545944465554,0.3967136150234742,0.44416530110798846,0.43859649122807015,80.28169014084507
1,5,0.5826712896426519,0.8294766084578225,0.6579999403914375,0.47269472952234803,0.5117370892018779,0.33833157502071204,0.5321637426900585,80.28169014084507
2,1,1.36810369292895,1.2549961748859428,0.9150757423569175,0.6067194859620747,0.2611764705882353,0.5416433904016459,0.29444444444444445,84.70588235294117
2,2,1.0182567691361462,0.9028450600669997,0.7025010668530184,0.46577683839708706,0.4682352941176471,0.3423135220452591,0.46111111111111114,84.70588235294117
2,3,0.8720744925516623,0.862239516823863,0.6942435472151812,0.46030188387902027,0.4776470588235294,0.3267303870728722,0.48055555555555557,84.70588235294117
2,4,0.7689831461067553,0.7273506069563747,0.6656548027431264,0.4413467880902164,0.44,0.3790166830188698,0.5055555555555555,84.70588235294117
2,5,0.6819913100313257,0.6765079781062286,0.6267706267973956,0.4155655481886008,0.49176470588235294,0.3657104885550561,0.5138888888888888,84.70588235294117
3,1,1.2952727322225217,1.114079106371005,0.8117053663204697,0.5348446212189142,0.37176470588235294,0.5111404422539425,0.4266304347826087,86.58823529411764
3,2,0.978179372019238,0.8942742120225277,0.7061305154772366,0.4652797970198846,0.45647058823529413,0.41411535740168626,0.45108695652173914,86.58823529411764
3,3,0.7999950448671976,0.8206221642793826,0.6649703878865523,0.4381587827159453,0.5176470588235295,0.37182028607019907,0.47282608695652173,86.58823529411764
3,4,0.6561227468428789,0.8511473237800882,0.6896494501303224,0.4544201803184295,0.46352941176470586,0.43450311995988733,0.41032608695652173,86.58823529411764
3,5,0.5441500552826457,1.101280180669215,0.8380621377159567,0.5522114860919095,0.37176470588235294,0.5701453956950834,0.39402173913043476,86.58823529411764
4,1,1.2763675495430276,0.9268509054716094,0.7188040437417872,0.48337297245294236,0.47294117647058825,0.3745825932488416,0.3797814207650273,86.11764705882354
4,2,0.9134101249553539,0.7912339308215266,0.6746719914324143,0.4536955638588229,0.4964705882352941,0.3974534029029106,0.43169398907103823,86.11764705882354
4,3,0.7958281898388156,0.8094163646277178,0.6946705979459425,0.46714399387187594,0.44,0.4504877323634204,0.4453551912568306,86.11764705882354
4,4,0.6699728441459162,0.7523591204090422,0.6591272623442551,0.44324222546884245,0.4894117647058824,0.4135202513420733,0.48360655737704916,86.11764705882354
4,5,0.5485370137073375,0.8500761387223532,0.6967901062264162,0.46856929611744763,0.46588235294117647,0.4592299294927732,0.453551912568306,86.11764705882354
5,1,1.3091236021783617,0.927018119918543,0.7257073250938865,0.4966596025199706,0.45176470588235296,0.36312460409902897,0.4550561797752809,83.76470588235294
5,2,0.9627828564908769,0.7988685753873904,0.6822244275317473,0.46690077568597843,0.4823529411764706,0.39306869692123786,0.49157303370786515,83.76470588235294
5,3,0.7821516979623724,0.8453427429334314,0.7076245974091923,0.48428414476474513,0.4682352941176471,0.41631184098649116,0.4353932584269663,83.76470588235294
5,4,0.6585860041280588,0.7895165791763497,0.636014571610619,0.4352756730024365,0.5364705882352941,0.32494474188721134,0.5393258426966292,83.76470588235294
5,5,0.5430171578018753,0.8710038595532202,0.6762007123582503,0.46277826530154004,0.548235294117647,0.40226204960505835,0.43820224719101125,83.76470588235294
