model,train_set,test_set,entry,read,write,exit,cfp,interaction,communication,process,microm
codebert,code_cosmic,code_cosmic,0.3437,0.6429,0.5319,0.3032,0.273,,,,
codebert,code_microm,code_microm,,,,,,0.4252,0.3986,0.4004,0.2882
